Time,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14,Component 15,Component 16,Component 17,Component 18,Component 19,
542.000000,4.173073e+01,6.114972e-01,6.777434e-03,-2.062128e-01,-2.243771e+01,1.364572e+00,9.083791e-02,-2.169232e-02,5.545271e-03,1.018622e-02,9.654889e-02,2.775939e-01,-1.403799e-01,4.806500e-02,2.851761e-02,2.447721e-01,-7.691323e-01,3.602993e-01,-4.806284e-01,
543.000000,4.182030e+01,5.879296e-01,1.263309e-02,-2.198843e-01,-2.237797e+01,1.617338e+00,8.820130e-02,-2.540610e-02,6.204997e-03,-3.935049e-02,1.858160e-02,2.285737e-01,-1.401836e-01,4.843505e-02,2.845167e-02,2.581302e-01,-8.072580e-01,3.044389e-01,-4.486973e-01,
544.000000,4.190708e+01,5.608167e-01,1.921127e-02,-2.846161e-01,-2.240071e+01,1.821925e+00,8.531468e-02,-2.876115e-02,6.977062e-03,-8.959304e-02,-6.396316e-02,1.713994e-01,-1.399862e-01,4.880146e-02,2.838588e-02,2.699431e-01,-8.408258e-01,2.469840e-01,-4.140745e-01,
545.000000,4.199088e+01,5.305562e-01,2.668109e-02,-3.977821e-01,-2.250521e+01,1.972345e+00,8.223763e-02,-3.171043e-02,7.981017e-03,-1.363658e-01,-1.450567e-01,1.270625e-01,-1.397878e-01,4.916423e-02,2.832025e-02,2.801615e-01,-8.696503e-01,1.882686e-01,-3.769603e-01,
546.000000,4.207156e+01,4.975508e-01,3.520607e-02,-5.532167e-01,-2.268799e+01,2.088363e+00,7.905906e-02,-3.424570e-02,9.127727e-03,-1.743837e-01,-2.205675e-01,1.121044e-01,-1.395884e-01,4.952338e-02,2.825477e-02,2.887439e-01,-8.935699e-01,1.286311e-01,-3.375668e-01,
547.000000,4.214904e+01,4.621940e-01,4.485574e-02,-7.401170e-01,-2.294164e+01,2.213054e+00,7.589941e-02,-3.641629e-02,1.010797e-02,-1.973131e-01,-2.867036e-01,1.420662e-01,-1.393880e-01,4.987894e-02,2.818944e-02,2.956578e-01,-9.124494e-01,6.841390e-02,-2.961194e-01,
548.000000,4.222346e+01,4.247575e-01,5.510825e-02,-9.390620e-01,-2.325184e+01,2.402627e+00,7.294154e-02,-3.841674e-02,1.030952e-02,-1.982471e-01,-3.322453e-01,2.431059e-01,-1.391867e-01,5.023091e-02,2.812426e-02,3.008824e-01,-9.261882e-01,7.961365e-03,-2.528580e-01,
549.000000,4.229506e+01,3.854024e-01,6.520641e-02,-1.131200e+00,-2.359808e+01,2.718095e+00,7.032574e-02,-4.032384e-02,9.583824e-03,-1.799560e-01,-3.536499e-01,4.099138e-01,-1.389844e-01,5.057933e-02,2.805923e-02,3.044045e-01,-9.347102e-01,-5.238290e-02,-2.080304e-01,
550.000000,4.236426e+01,3.441885e-01,7.420852e-02,-1.299777e+00,-2.395685e+01,3.211669e+00,6.813320e-02,-4.209342e-02,8.254454e-03,-1.542619e-01,-3.589238e-01,5.932004e-01,-1.387812e-01,5.092420e-02,2.799436e-02,3.062208e-01,-9.379693e-01,-1.122768e-01,-1.618941e-01,
551.000000,4.243144e+01,3.012905e-01,8.169589e-02,-1.440451e+00,-2.433178e+01,3.826893e+00,6.632605e-02,-4.368615e-02,6.573457e-03,-1.247661e-01,-3.838562e-01,6.572446e-01,-1.385771e-01,5.126554e-02,2.792963e-02,3.063386e-01,-9.359539e-01,-1.713834e-01,-1.147159e-01,
552.000000,4.249702e+01,2.569141e-01,8.743269e-02,-1.551799e+00,-2.473763e+01,4.454974e+00,6.491455e-02,-4.502844e-02,4.883797e-03,-9.786478e-02,-4.299379e-01,5.782533e-01,-1.383721e-01,5.160337e-02,2.786505e-02,3.047718e-01,-9.286729e-01,-2.293699e-01,-6.676642e-02,
553.000000,4.256141e+01,2.113776e-01,9.167470e-02,-1.641538e+00,-2.517962e+01,5.012083e+00,6.392440e-02,-4.597468e-02,3.698806e-03,-8.413338e-02,-4.486396e-01,5.474093e-01,-1.381663e-01,5.193771e-02,2.780062e-02,3.015463e-01,-9.161752e-01,-2.859134e-01,-1.832274e-02,
554.000000,4.262493e+01,1.651180e-01,9.507084e-02,-1.725721e+00,-2.562152e+01,5.600230e+00,6.316708e-02,-4.646693e-02,3.217908e-03,-8.716949e-02,-4.281931e-01,6.534609e-01,-1.379596e-01,5.226858e-02,2.773634e-02,2.966959e-01,-8.985355e-01,-3.407002e-01,3.033632e-02,
555.000000,4.268778e+01,1.185406e-01,9.817572e-02,-1.817669e+00,-2.604348e+01,6.284330e+00,6.255220e-02,-4.663695e-02,3.031329e-03,-9.773751e-02,-4.188237e-01,7.008997e-01,-1.377521e-01,5.259599e-02,2.767221e-02,2.902629e-01,-8.758569e-01,-3.934279e-01,7.893086e-02,
556.000000,4.275012e+01,7.192068e-02,1.011349e-01,-1.920873e+00,-2.647654e+01,6.925843e+00,6.215921e-02,-4.656617e-02,2.882193e-03,-1.084815e-01,-4.562935e-01,5.430122e-01,-1.375437e-01,5.291996e-02,2.760823e-02,2.822975e-01,-8.482709e-01,-4.438073e-01,1.271814e-01,
557.000000,4.281212e+01,2.551302e-02,1.040233e-01,-2.037802e+00,-2.695116e+01,7.370722e+00,6.186163e-02,-4.620535e-02,2.909431e-03,-1.261585e-01,-4.942880e-01,3.347203e-01,-1.373346e-01,5.324052e-02,2.754439e-02,2.728579e-01,-8.159363e-01,-4.915640e-01,1.748105e-01,
558.000000,4.287383e+01,-2.049214e-02,1.066907e-01,-2.170337e+00,-2.745652e+01,7.645878e+00,6.156533e-02,-4.579193e-02,2.342124e-03,-1.383147e-01,-5.114675e-01,2.361196e-01,-1.371248e-01,5.355767e-02,2.748070e-02,2.620100e-01,-7.790384e-01,-5.364394e-01,2.215447e-01,
559.000000,4.293528e+01,-6.613334e-02,1.083506e-01,-2.305175e+00,-2.796108e+01,7.866770e+00,6.133016e-02,-4.552269e-02,7.876579e-04,-1.268511e-01,-4.909644e-01,2.252403e-01,-1.369141e-01,5.387144e-02,2.741716e-02,2.498262e-01,-7.377877e-01,-5.781926e-01,2.671157e-01,
560.000000,4.299663e+01,-1.116000e-01,1.080148e-01,-2.410251e+00,-2.842186e+01,8.126004e+00,6.143593e-02,-4.543805e-02,-1.578182e-03,-7.696705e-02,-4.229118e-01,3.063707e-01,-1.367028e-01,5.418184e-02,2.735377e-02,2.363857e-01,-6.924186e-01,-6.166013e-01,3.112621e-01,
561.000000,4.305830e+01,-1.569389e-01,1.053390e-01,-2.455147e+00,-2.880411e+01,8.487539e+00,6.199048e-02,-4.521877e-02,-3.741709e-03,-9.804557e-03,-3.388174e-01,4.222975e-01,-1.364907e-01,5.448889e-02,2.729052e-02,2.217736e-01,-6.431883e-01,-6.514634e-01,3.537308e-01,
562.000000,4.312073e+01,-2.019374e-01,1.006698e-01,-2.433071e+00,-2.910663e+01,8.955238e+00,6.291634e-02,-4.472574e-02,-5.508650e-03,5.276955e-02,-2.694280e-01,5.064819e-01,-1.362779e-01,5.479261e-02,2.722742e-02,2.060804e-01,-5.903750e-01,-6.825973e-01,3.942788e-01,
563.000000,4.318419e+01,-2.463091e-01,9.438398e-02,-2.352501e+00,-2.935522e+01,9.477262e+00,6.404891e-02,-4.397155e-02,-7.016617e-03,1.064253e-01,-2.340671e-01,5.253322e-01,-1.360644e-01,5.509302e-02,2.716447e-02,1.894016e-01,-5.342762e-01,-7.098435e-01,4.326739e-01,
564.000000,4.324887e+01,-2.898223e-01,8.663776e-02,-2.222111e+00,-2.958583e+01,9.989745e+00,6.532507e-02,-4.302243e-02,-8.469313e-03,1.531107e-01,-2.332946e-01,4.899676e-01,-1.358503e-01,5.539014e-02,2.710166e-02,1.718369e-01,-4.752070e-01,-7.330649e-01,4.686969e-01,
565.000000,4.331491e+01,-3.323094e-01,7.740696e-02,-2.047551e+00,-2.982654e+01,1.045713e+01,6.677821e-02,-4.192918e-02,-1.001128e-02,1.953110e-01,-2.512366e-01,4.430328e-01,-1.356355e-01,5.568397e-02,2.703900e-02,1.534897e-01,-4.134986e-01,-7.521475e-01,5.021418e-01,
566.000000,4.338251e+01,-3.736280e-01,6.660102e-02,-1.832568e+00,-3.008669e+01,1.088378e+01,6.847411e-02,-4.068899e-02,-1.163031e-02,2.342917e-01,-2.696301e-01,4.142973e-01,-1.354201e-01,5.597455e-02,2.697648e-02,1.344666e-01,-3.494962e-01,-7.670018e-01,5.328185e-01,
567.000000,4.345196e+01,-4.135951e-01,5.425659e-02,-1.581463e+00,-3.035903e+01,1.129021e+01,7.047262e-02,-3.921964e-02,-1.306791e-02,2.673951e-01,-2.743516e-01,4.025408e-01,-1.352041e-01,5.626188e-02,2.691410e-02,1.148766e-01,-2.835567e-01,-7.775620e-01,5.605524e-01,
568.000000,4.352358e+01,-4.518916e-01,4.086155e-02,-1.306097e+00,-3.062509e+01,1.169119e+01,7.281292e-02,-3.735398e-02,-1.375716e-02,2.837548e-01,-2.560759e-01,4.025963e-01,-1.349875e-01,5.654600e-02,2.685187e-02,9.483060e-02,-2.160467e-01,-7.837866e-01,5.851861e-01,
569.000000,4.359771e+01,-4.880953e-01,2.724875e-02,-1.025710e+00,-3.086042e+01,1.209865e+01,7.550055e-02,-3.495338e-02,-1.322291e-02,2.716871e-01,-2.107446e-01,4.130257e-01,-1.347703e-01,5.682690e-02,2.678979e-02,7.444041e-02,-1.473399e-01,-7.856548e-01,6.065773e-01,
570.000000,4.367466e+01,-5.216855e-01,1.458569e-02,-7.709718e-01,-3.103986e+01,1.252757e+01,7.845305e-02,-3.215948e-02,-1.197368e-02,2.338397e-01,-1.450155e-01,4.480401e-01,-1.345525e-01,5.710462e-02,2.672785e-02,5.381887e-02,-7.781709e-02,-7.831752e-01,6.246059e-01,
571.000000,4.375465e+01,-5.523306e-01,3.327623e-03,-5.630078e-01,-3.114781e+01,1.299858e+01,8.156713e-02,-2.908506e-02,-1.048253e-02,1.782646e-01,-6.770105e-02,5.012448e-01,-1.343342e-01,5.737916e-02,2.666605e-02,3.307861e-02,-7.861714e-03,-7.763789e-01,6.391699e-01,
572.000000,4.383778e+01,-5.797962e-01,-6.476552e-03,-4.159167e-01,-3.117555e+01,1.352934e+01,8.471636e-02,-2.581168e-02,-9.143486e-03,1.148492e-01,1.274176e-02,5.592818e-01,-1.341154e-01,5.765055e-02,2.660439e-02,1.233183e-02,6.214115e-02,-7.653178e-01,6.501848e-01,
573.000000,4.392401e+01,-6.038785e-01,-1.502699e-02,-3.337304e-01,-3.112236e+01,1.411765e+01,8.774682e-02,-2.231959e-02,-7.986262e-03,4.857695e-02,9.416814e-02,6.170865e-01,-1.338960e-01,5.791881e-02,2.654288e-02,-8.310579e-03,1.318070e-01,-7.500712e-01,6.575894e-01,
574.000000,4.401315e+01,-6.243419e-01,-2.246103e-02,-3.161279e-01,-3.099491e+01,1.475883e+01,9.051752e-02,-1.857548e-02,-6.926217e-03,-1.450603e-02,1.626517e-01,6.664565e-01,-1.336762e-01,5.818395e-02,2.648150e-02,-2.873962e-02,2.007547e-01,-7.307402e-01,6.613425e-01,
575.000000,4.410488e+01,-6.409234e-01,-2.883834e-02,-3.594259e-01,-3.080616e+01,1.543924e+01,9.288814e-02,-1.453554e-02,-5.799188e-03,-7.121187e-02,2.108174e-01,6.899335e-01,-1.334558e-01,5.844599e-02,2.642027e-02,-4.884805e-02,2.686066e-01,-7.074433e-01,6.614191e-01,
576.000000,4.419873e+01,-6.533142e-01,-3.400174e-02,-4.570965e-01,-3.057166e+01,1.611697e+01,9.472487e-02,-1.019648e-02,-4.499342e-03,-1.233782e-01,2.583763e-01,6.555714e-01,-1.332350e-01,5.870494e-02,2.635919e-02,-6.853214e-02,3.349938e-01,-6.803263e-01,6.578204e-01,
577.000000,4.429412e+01,-6.612749e-01,-3.789142e-02,-6.001211e-01,-3.029595e+01,1.674391e+01,9.594417e-02,-5.697063e-03,-3.291179e-03,-1.603060e-01,2.907731e-01,5.932794e-01,-1.330137e-01,5.896083e-02,2.629824e-02,-8.769147e-02,3.995560e-01,-6.495532e-01,6.505667e-01,
578.000000,4.439039e+01,-6.647082e-01,-4.070576e-02,-7.731563e-01,-3.000767e+01,1.732591e+01,9.647783e-02,-1.165155e-03,-2.389051e-03,-1.833028e-01,2.784983e-01,5.780662e-01,-1.327920e-01,5.921368e-02,2.623743e-02,-1.062294e-01,4.619439e-01,-6.153067e-01,6.396983e-01,
579.000000,4.448684e+01,-6.635883e-01,-4.268249e-02,-9.680470e-01,-2.974912e+01,1.790437e+01,9.630963e-02,3.407994e-03,-1.589969e-03,-2.063057e-01,2.322803e-01,5.838552e-01,-1.325698e-01,5.946349e-02,2.617677e-02,-1.240539e-01,5.218211e-01,-5.777879e-01,6.252757e-01,
580.000000,4.458282e+01,-6.579106e-01,-4.392323e-02,-1.185383e+00,-2.953786e+01,1.847025e+01,9.555346e-02,7.941035e-03,-9.072924e-04,-2.285368e-01,1.909821e-01,5.401383e-01,-1.323472e-01,5.971029e-02,2.611624e-02,-1.410774e-01,5.788660e-01,-5.372142e-01,6.073791e-01,
581.000000,4.467782e+01,-6.477946e-01,-4.467730e-02,-1.419415e+00,-2.935695e+01,1.897662e+01,9.437167e-02,1.225438e-02,-6.725489e-04,-2.374115e-01,1.758229e-01,4.656422e-01,-1.321243e-01,5.995410e-02,2.605586e-02,-1.572177e-01,6.327735e-01,-4.938189e-01,5.861078e-01,
582.000000,4.477146e+01,-6.335038e-01,-4.545140e-02,-1.653930e+00,-2.917972e+01,1.941164e+01,9.283938e-02,1.627504e-02,-9.708284e-04,-2.283991e-01,1.829555e-01,4.069360e-01,-1.319009e-01,6.019493e-02,2.599561e-02,-1.723984e-01,6.832563e-01,-4.478492e-01,5.615800e-01,
583.000000,4.486337e+01,-6.153479e-01,-4.674907e-02,-1.870917e+00,-2.898401e+01,1.980181e+01,9.096956e-02,2.000754e-02,-1.680777e-03,-2.037668e-01,2.105069e-01,3.763903e-01,-1.316772e-01,6.043280e-02,2.593550e-02,-1.865463e-01,7.300378e-01,-3.995762e-01,5.339380e-01,
584.000000,4.495312e+01,-5.936724e-01,-4.888239e-02,-2.054127e+00,-2.874861e+01,2.019247e+01,8.874552e-02,2.348626e-02,-2.543244e-03,-1.682368e-01,2.527038e-01,3.819682e-01,-1.314531e-01,6.066773e-02,2.587554e-02,-1.995810e-01,7.728089e-01,-3.493577e-01,5.033890e-01,
585.000000,4.504056e+01,-5.685764e-01,-5.187041e-02,-2.200328e+00,-2.846936e+01,2.060105e+01,8.616593e-02,2.673463e-02,-3.421025e-03,-1.254066e-01,3.040676e-01,4.308147e-01,-1.312287e-01,6.089973e-02,2.581571e-02,-2.114784e-01,8.114772e-01,-2.973120e-01,4.700052e-01,
586.000000,4.512528e+01,-5.403028e-01,-5.554712e-02,-2.308273e+00,-2.814805e+01,2.108811e+01,8.327175e-02,2.980975e-02,-3.924455e-03,-9.071179e-02,3.381195e-01,5.441953e-01,-1.310039e-01,6.112883e-02,2.575602e-02,-2.221769e-01,8.458001e-01,-2.437738e-01,4.339971e-01,
587.000000,4.520702e+01,-5.090513e-01,-5.948901e-02,-2.388942e+00,-2.780379e+01,2.169862e+01,8.021682e-02,3.268906e-02,-3.953642e-03,-7.079406e-02,3.504379e-01,6.758731e-01,-1.307788e-01,6.135503e-02,2.569647e-02,-2.316284e-01,8.755851e-01,-1.890562e-01,3.955739e-01,
588.000000,4.528571e+01,-4.750533e-01,-6.331043e-02,-2.454223e+00,-2.743828e+01,2.238621e+01,7.715735e-02,3.530246e-02,-3.682858e-03,-6.000296e-02,3.810995e-01,6.962495e-01,-1.305535e-01,6.157836e-02,2.563705e-02,-2.397949e-01,9.006799e-01,-1.334581e-01,3.549463e-01,
589.000000,4.536139e+01,-4.385595e-01,-6.663852e-02,-2.517412e+00,-2.703434e+01,2.302264e+01,7.420756e-02,3.768132e-02,-2.961377e-03,-6.685440e-02,4.263543e-01,5.759240e-01,-1.303278e-01,6.179883e-02,2.557777e-02,-2.466468e-01,9.209586e-01,-7.728189e-02,3.123367e-01,
590.000000,4.543431e+01,-3.998084e-01,-6.903428e-02,-2.596224e+00,-2.659935e+01,2.355090e+01,7.164048e-02,3.981329e-02,-1.831537e-03,-9.075360e-02,4.429365e-01,4.833352e-01,-1.301018e-01,6.201647e-02,2.551863e-02,-2.521609e-01,9.363210e-01,-2.083113e-02,2.679779e-01,
591.000000,4.550494e+01,-3.591190e-01,-7.041750e-02,-2.694665e+00,-2.616645e+01,2.405503e+01,6.964430e-02,4.155519e-02,-9.469988e-04,-1.056173e-01,4.217286e-01,5.283983e-01,-1.298756e-01,6.223128e-02,2.545963e-02,-2.563212e-01,9.466940e-01,3.559087e-02,2.221118e-01,
592.000000,4.557382e+01,-3.168847e-01,-7.116235e-02,-2.794140e+00,-2.577616e+01,2.463995e+01,6.811787e-02,4.290424e-02,-5.554649e-04,-9.232033e-02,3.578705e-01,6.403001e-01,-1.296492e-01,6.244329e-02,2.540076e-02,-2.591191e-01,9.520313e-01,9.168264e-02,1.749881e-01,
593.000000,4.564126e+01,-2.734232e-01,-7.159239e-02,-2.867676e+00,-2.545323e+01,2.528753e+01,6.676892e-02,4.401504e-02,-2.976889e-04,-5.444173e-02,2.888361e-01,6.499347e-01,-1.294225e-01,6.265251e-02,2.534203e-02,-2.605532e-01,9.523135e-01,1.471460e-01,1.268627e-01,
594.000000,4.570741e+01,-2.289438e-01,-7.173554e-02,-2.897966e+00,-2.519178e+01,2.589009e+01,6.553475e-02,4.493741e-02,8.427951e-06,-5.853842e-03,2.341037e-01,5.538156e-01,-1.291955e-01,6.285896e-02,2.528344e-02,-2.606292e-01,9.475487e-01,2.016873e-01,7.799715e-02,
595.000000,4.577239e+01,-1.836609e-01,-7.162419e-02,-2.875153e+00,-2.499058e+01,2.639368e+01,6.442342e-02,4.562292e-02,2.119776e-04,5.165441e-02,1.678375e-01,4.540595e-01,-1.289684e-01,6.306265e-02,2.522498e-02,-2.593597e-01,9.377718e-01,2.550202e-01,2.865571e-02,
596.000000,4.583629e+01,-1.378332e-01,-7.142173e-02,-2.793203e+00,-2.486260e+01,2.681091e+01,6.338131e-02,4.602599e-02,1.864806e-04,1.122573e-01,8.793221e-02,3.808860e-01,-1.287410e-01,6.326361e-02,2.516665e-02,-2.567642e-01,9.230443e-01,3.068666e-01,-2.089552e-02,
597.000000,4.589921e+01,-9.178199e-02,-7.146734e-02,-2.650825e+00,-2.481469e+01,2.716019e+01,6.245080e-02,4.606917e-02,-2.874781e-04,1.724838e-01,7.964459e-03,3.177339e-01,-1.285135e-01,6.346185e-02,2.510846e-02,-2.528687e-01,9.034537e-01,3.569581e-01,-7.038997e-02,
598.000000,4.596127e+01,-4.589178e-02,-7.226824e-02,-2.448549e+00,-2.484237e+01,2.744635e+01,6.168448e-02,4.570408e-02,-1.323934e-03,2.320527e-01,-6.313547e-02,2.545743e-01,-1.282858e-01,6.365739e-02,2.505041e-02,-2.477057e-01,8.791130e-01,4.050369e-01,-1.195621e-01,
599.000000,4.602267e+01,-5.552805e-04,-7.430434e-02,-2.188222e+00,-2.493442e+01,2.767197e+01,6.111880e-02,4.496373e-02,-2.750892e-03,2.884942e-01,-1.206818e-01,1.968733e-01,-1.280579e-01,6.385024e-02,2.499249e-02,-2.413136e-01,8.501597e-01,4.508576e-01,-1.681486e-01,
600.000000,4.608363e+01,4.395513e-02,-7.760405e-02,-1.878256e+00,-2.507293e+01,2.785278e+01,6.080104e-02,4.405743e-02,-3.833457e-03,3.310666e-01,-1.558646e-01,1.653980e-01,-1.278299e-01,6.404042e-02,2.493470e-02,-2.337369e-01,8.167555e-01,4.941881e-01,-2.158902e-01,
601.000000,4.614444e+01,8.766619e-02,-8.125369e-02,-1.541448e+00,-2.522849e+01,2.802741e+01,6.081830e-02,4.337096e-02,-3.436007e-03,3.419352e-01,-1.545855e-01,1.847277e-01,-1.276017e-01,6.422795e-02,2.487705e-02,-2.250257e-01,7.790847e-01,5.348108e-01,-2.625328e-01,
602.000000,4.620547e+01,1.308891e-01,-8.365210e-02,-1.211945e+00,-2.536362e+01,2.824370e+01,6.126379e-02,4.307941e-02,-1.341917e-03,3.165961e-01,-1.152068e-01,2.482409e-01,-1.273733e-01,6.441285e-02,2.481953e-02,-2.152350e-01,7.373534e-01,5.725239e-01,-3.078288e-01,
603.000000,4.626717e+01,1.738926e-01,-8.361676e-02,-9.184693e-01,-2.544940e+01,2.852867e+01,6.213654e-02,4.292653e-02,1.413627e-03,2.701324e-01,-5.620786e-02,3.215926e-01,-1.271449e-01,6.459512e-02,2.476214e-02,-2.044249e-01,6.917883e-01,6.071417e-01,-3.515385e-01,
604.000000,4.632991e+01,2.166784e-01,-8.090060e-02,-6.758990e-01,-2.547391e+01,2.888232e+01,6.335625e-02,4.264034e-02,4.009797e-03,2.149167e-01,7.217377e-03,3.854649e-01,-1.269163e-01,6.477479e-02,2.470489e-02,-1.926599e-01,6.426353e-01,6.384959e-01,-3.934315e-01,
605.000000,4.639401e+01,2.590409e-01,-7.585014e-02,-4.902833e-01,-2.543299e+01,2.929469e+01,6.484894e-02,4.207704e-02,6.076009e-03,1.562697e-01,7.484251e-02,4.391547e-01,-1.266877e-01,6.495188e-02,2.464776e-02,-1.800084e-01,5.901581e-01,6.664364e-01,-4.332876e-01,
606.000000,4.645973e+01,3.006744e-01,-6.904664e-02,-3.645825e-01,-2.531885e+01,2.976073e+01,6.658511e-02,4.118158e-02,7.516632e-03,9.504038e-02,1.538011e-01,4.931224e-01,-1.264589e-01,6.512639e-02,2.459077e-02,-1.665434e-01,5.346369e-01,6.908326e-01,-4.708977e-01,
607.000000,4.652730e+01,3.412545e-01,-6.105519e-02,-3.007361e-01,-2.512255e+01,3.028773e+01,6.857544e-02,3.996966e-02,8.453630e-03,3.270825e-02,2.386798e-01,5.615409e-01,-1.262301e-01,6.529836e-02,2.453392e-02,-1.523406e-01,4.763663e-01,7.115727e-01,-5.060652e-01,
608.000000,4.659700e+01,3.804829e-01,-5.227544e-02,-2.966647e-01,-2.484806e+01,3.089269e+01,7.082254e-02,3.848022e-02,9.101744e-03,-2.432910e-02,3.096588e-01,6.487918e-01,-1.260012e-01,6.546778e-02,2.447719e-02,-1.374786e-01,4.156552e-01,7.285639e-01,-5.386074e-01,
609.000000,4.666906e+01,4.181132e-01,-4.286243e-02,-3.461599e-01,-2.450722e+01,3.156803e+01,7.329653e-02,3.677573e-02,9.725912e-03,-7.451981e-02,3.720807e-01,7.000451e-01,-1.257723e-01,6.563469e-02,2.442059e-02,-1.220384e-01,3.528237e-01,7.417342e-01,-5.683558e-01,
610.000000,4.674367e+01,4.539047e-01,-3.289590e-02,-4.372636e-01,-2.410460e+01,3.224359e+01,7.593553e-02,3.480021e-02,1.020078e-02,-1.071468e-01,4.330355e-01,6.485870e-01,-1.255433e-01,6.579909e-02,2.436413e-02,-1.061030e-01,2.882009e-01,7.510318e-01,-5.951573e-01,
611.000000,4.682092e+01,4.875182e-01,-2.270585e-02,-5.483934e-01,-2.366007e+01,3.286037e+01,7.855454e-02,3.241833e-02,1.016810e-02,-1.146651e-01,4.549371e-01,5.858401e-01,-1.253142e-01,6.596101e-02,2.430779e-02,-8.975706e-02,2.221240e-01,7.564256e-01,-6.188751e-01,
612.000000,4.690071e+01,5.186133e-01,-1.262619e-02,-6.667463e-01,-2.321960e+01,3.345017e+01,8.103417e-02,2.976862e-02,9.992662e-03,-1.222471e-01,4.251315e-01,5.949953e-01,-1.250852e-01,6.612045e-02,2.425159e-02,-7.308609e-02,1.549363e-01,7.579047e-01,-6.393889e-01,
613.000000,4.698294e+01,5.469998e-01,-2.599362e-03,-8.015887e-01,-2.282646e+01,3.404757e+01,8.342153e-02,2.700271e-02,1.006626e-02,-1.477540e-01,3.608060e-01,5.990720e-01,-1.248561e-01,6.627744e-02,2.419552e-02,-5.617638e-02,8.698540e-02,7.554785e-01,-6.565954e-01,
614.000000,4.706755e+01,5.725659e-01,7.641074e-03,-9.684713e-01,-2.249723e+01,3.461833e+01,8.579127e-02,2.412716e-02,1.041746e-02,-1.861092e-01,2.978019e-01,5.416904e-01,-1.246270e-01,6.643199e-02,2.413957e-02,-3.911442e-02,1.862126e-02,7.491765e-01,-6.704091e-01,
615.000000,4.715449e+01,5.951556e-01,1.824550e-02,-1.172869e+00,-2.222623e+01,3.512632e+01,8.808880e-02,2.104842e-02,1.079008e-02,-2.225779e-01,2.443730e-01,4.745435e-01,-1.243979e-01,6.658412e-02,2.408376e-02,-2.198646e-02,-4.980540e-02,7.390479e-01,-6.807626e-01,
616.000000,4.724365e+01,6.145379e-01,2.912854e-02,-1.408655e+00,-2.200090e+01,3.558051e+01,9.022792e-02,1.771098e-02,1.096923e-02,-2.487311e-01,2.067247e-01,4.343727e-01,-1.241688e-01,6.673383e-02,2.402807e-02,-4.878090e-03,-1.179451e-01,7.251613e-01,-6.876066e-01,
617.000000,4.733482e+01,6.304091e-01,3.993115e-02,-1.661384e+00,-2.179830e+01,3.600924e+01,9.210062e-02,1.402461e-02,1.062464e-02,-2.563514e-01,1.990510e-01,4.235002e-01,-1.239398e-01,6.688116e-02,2.397252e-02,1.212616e-02,-1.854513e-01,7.076041e-01,-6.909101e-01,
618.000000,4.742767e+01,6.424192e-01,5.011137e-02,-1.912406e+00,-2.159062e+01,3.643863e+01,9.359963e-02,9.990486e-03,9.729809e-03,-2.454641e-01,2.164290e-01,4.357473e-01,-1.237108e-01,6.702612e-02,2.391709e-02,2.894324e-02,-2.519822e-01,6.864818e-01,-6.906610e-01,
619.000000,4.752180e+01,6.502896e-01,5.929468e-02,-2.148351e+00,-2.136693e+01,3.689617e+01,9.465455e-02,5.747538e-03,8.635983e-03,-2.263685e-01,2.305647e-01,4.803778e-01,-1.234818e-01,6.716871e-02,2.386179e-02,4.549197e-02,-3.172024e-01,6.619176e-01,-6.868651e-01,
620.000000,4.761675e+01,6.538588e-01,6.735759e-02,-2.363547e+00,-2.113776e+01,3.742228e+01,9.523598e-02,1.388400e-03,7.487569e-03,-2.039011e-01,2.274011e-01,5.729735e-01,-1.232528e-01,6.730896e-02,2.380661e-02,6.169342e-02,-3.807847e-01,6.340514e-01,-6.795470e-01,
621.000000,4.771204e+01,6.530252e-01,7.423282e-02,-2.553509e+00,-2.091439e+01,3.805079e+01,9.528457e-02,-3.061014e-03,6.258081e-03,-1.754642e-01,2.202641e-01,6.821843e-01,-1.230239e-01,6.744688e-02,2.375157e-02,7.747271e-02,-4.424191e-01,6.030341e-01,-6.687477e-01,
622.000000,4.780706e+01,6.477390e-01,7.989657e-02,-2.714293e+00,-2.069004e+01,3.875374e+01,9.472836e-02,-7.507879e-03,5.076814e-03,-1.463753e-01,2.292548e-01,7.179308e-01,-1.227951e-01,6.758250e-02,2.369665e-02,9.275379e-02,-5.017880e-01,5.690423e-01,-6.545291e-01,
623.000000,4.790126e+01,6.380600e-01,8.444967e-02,-2.849974e+00,-2.046172e+01,3.946290e+01,9.364577e-02,-1.184311e-02,4.033771e-03,-1.252137e-01,2.255683e-01,7.009874e-01,-1.225664e-01,6.771581e-02,2.364186e-02,1.074674e-01,-5.586004e-01,5.322603e-01,-6.369685e-01,
624.000000,4.799417e+01,6.241073e-01,8.798222e-02,-2.963499e+00,-2.025425e+01,4.017286e+01,9.215217e-02,-1.605279e-02,3.034357e-03,-1.009794e-01,1.875650e-01,7.218247e-01,-1.223377e-01,6.784684e-02,2.358720e-02,1.215477e-01,-6.125800e-01,4.928838e-01,-6.161595e-01,
